sample_id,record_id,group_id,dataset,source_index,true_label_original,true_label_stage1,raw_feature_hash,scaled_feature_hash,raw_output,interpreted_probability,threshold,predicted_label,correct
stage2_multiclass:V:583,,,stage2_multiclass,583,V,1,f708409a4b682e98fc0256ec72cc4f938e2c68b4739fcd2a1961c38df13de99b,60fd17c1be0d341ccf396a26ca8b81337c55818fb83e5ff0ecfc5204709ebbdd,"[0.7894088625907898,0.21059119701385498]",0.21059119701385498,0.5800000000000001,0,False
stage2_multiclass:F:4806,,,stage2_multiclass,4806,F,1,52e5877f4901e9319f98a06e7fb9ab9f7c696a44dc60c3a4e2e5d9ee13e8c7aa,2c157845fea6b8147b0c4467deeedc158afe2784eaf53304cf93798aee1b4a68,"[0.3878924548625946,0.612107515335083]",0.612107515335083,0.5800000000000001,1,True
stage2_multiclass:V:341,,,stage2_multiclass,341,V,1,7da97a37e0eb008e764d31b7c8e0166c8c28a575c3e0ef1b39923f66b67792b6,e102053357afa310a99b148a5bf05f68e0940d186c7a6b1ba895337fe03c3bf1,"[0.9111146330833435,0.08888529986143112]",0.08888529986143112,0.5800000000000001,0,False
stage2_multiclass:F:4122,,,stage2_multiclass,4122,F,1,ebf46ffdc993f6a9e20fb8c918e0a651406e2b56c9541b2ae49b44dda1c463e5,559bfc5f2d3841e9522878ab1551524fb57428338adc13039e1898345e299a4d,"[0.42942652106285095,0.5705733895301819]",0.5705733895301819,0.5800000000000001,0,False
stage2_multiclass:V:227,,,stage2_multiclass,227,V,1,3a5d5baab2f7d466009c3a6b6b961fe0698b0f2ca0aa73829efa56359668dde6,1f81dd92b207828bb211349b53d622626ba1f4592bec96791a1c701021f82f8e,"[0.9103024005889893,0.08969753980636597]",0.08969753980636597,0.5800000000000001,0,False
stage2_multiclass:V:567,,,stage2_multiclass,567,V,1,acb3010753bf70d8de05a26999d65e6b8ed08b7409a0b91cbdc86ee1d8f4ca05,233524559d6716d66388e9d8e3735dd3dbc09716a316aa785159f335a2fd56e6,"[0.7734701037406921,0.22652986645698547]",0.22652986645698547,0.5800000000000001,0,False
stage2_multiclass:F:4900,,,stage2_multiclass,4900,F,1,53e418add51465410c36bf64a45d3f34b91fcc3a6f0c8993374f96164a26ff32,1b3302ac1a671649a0a18277746bff03439050b65502d3d4f3afcd0d07b37954,"[0.685865044593811,0.31413495540618896]",0.31413495540618896,0.5800000000000001,0,False
stage2_multiclass:S:3609,,,stage2_multiclass,3609,S,1,7157632107ec09f661746fca21df398747794d2f35db70ef0c7896cb9fa80667,610851be242cb4afeebe696970c74e611613926b902c709523d790e006acc9f9,"[0.8054158091545105,0.19458413124084473]",0.19458413124084473,0.5800000000000001,0,False
stage2_multiclass:F:4272,,,stage2_multiclass,4272,F,1,48c3791327b45a12d047331d3709eb92184f949bfa416296fbcd98c21a5153f3,82b36bf87cfc46763c7976985408f09dd58f24afaebfd413a114d3b09b2b4267,"[0.39796924591064453,0.6020306944847107]",0.6020306944847107,0.5800000000000001,1,True
stage2_multiclass:S:5131,,,stage2_multiclass,5131,S,1,514cb98ddfc7a80f7f7eb1818ff4d5e56ecb891414383a1b1f69f5509a31a6cc,ade1915299cf7cc45281956960f5e6b56a82d9211537bcd9e3c25f8106da0c9e,"[0.8897583484649658,0.11024167388677597]",0.11024167388677597,0.5800000000000001,0,False
stage2_multiclass:F:3711,,,stage2_multiclass,3711,F,1,7c006f8e0887923f259a8a066d0bafa8b8c669c4e9d7ac49535f9fa2fc951391,08deeb527466ceae1d8d326944002feb0c18064608ca895595291cc6a4361a5a,"[0.8533698916435242,0.1466301530599594]",0.1466301530599594,0.5800000000000001,0,False
stage2_multiclass:S:2292,,,stage2_multiclass,2292,S,1,fbf23f0c7e32db69776aacc41e8f8d9820b42cd8077ee71384681404727d80ed,4738beeb7bc27623a519a589acad4640a555f7b7d587550240a528f30524cb51,"[0.49407267570495605,0.505927324295044]",0.505927324295044,0.5800000000000001,0,False
stage2_multiclass:S:2693,,,stage2_multiclass,2693,S,1,f587ef8a71a9c6dfa96dd08a4504f5eed91deced9787c4e013de190ed3166cca,6936062bdd5a97bf5d1e4f95455d1ee138e147212b7df994cdf6dee049e43f64,"[0.802289605140686,0.19771036505699158]",0.19771036505699158,0.5800000000000001,0,False
stage2_multiclass:S:975,,,stage2_multiclass,975,S,1,e8cd6536325493245d85c90271a54782576ff19d92bcb6301566fb8e3f6ba62e,0a5be51bfbc959dff23974951f880a5d991824521250eaa86de198c3cd52fb2e,"[0.7248061895370483,0.27519381046295166]",0.27519381046295166,0.5800000000000001,0,False
stage2_multiclass:V:415,,,stage2_multiclass,415,V,1,da8f009e7441eff9845c20e6b5af432fe88285fb3ab7ca14e3db958f3101924f,66f837a1354da856a20b0bba213408cfb27c5eead1081671d5237e95f3fd5bb9,"[0.9256368279457092,0.07436320185661316]",0.07436320185661316,0.5800000000000001,0,False
stage2_multiclass:V:606,,,stage2_multiclass,606,V,1,1dc09da36db555a156111ac7ae31d0491c75e68b4b65c43b34e43c94ba23e2ba,11896d0406dce300117e0f9fb5d4370daafd3f4ce6ace45e380e2873006167fe,"[0.4337930977344513,0.5662069320678711]",0.5662069320678711,0.5800000000000001,0,False
stage2_multiclass:V:313,,,stage2_multiclass,313,V,1,4e18e0cd7f759ff814a643266e5031c83677f9037510283ea7750d384c856566,6e9a783f54ba463f4d6439ab8d92f184d9e21a0c1c00ab761f493c596e2fbdcd,"[0.6778939962387085,0.3221060037612915]",0.3221060037612915,0.5800000000000001,0,False
stage2_multiclass:V:235,,,stage2_multiclass,235,V,1,d4373392f3b82bf870bfd6e0c17f0e1624f459f0b0ed23366e05c043fd60f8ad,7a97172f57a6105209f6495ea03257523d4b9431f8f3d4d367677adaea00ea71,"[0.8171399235725403,0.18286004662513733]",0.18286004662513733,0.5800000000000001,0,False
stage2_multiclass:F:4466,,,stage2_multiclass,4466,F,1,3cc3b4643942f9ddc982b748b1eacc46ce55d01d3d421c614327f4e18b38df22,e0b3f061a3153d1408e44e9a93013ed2ccf86c8192c4992698134f3bd5c0102d,"[0.8599576950073242,0.1400422900915146]",0.1400422900915146,0.5800000000000001,0,False
stage2_multiclass:F:5812,,,stage2_multiclass,5812,F,1,cdec113db732e0fd2d5dd6a6ed2e8526d7a509987fd57a04fbfafeca548d20c6,4bf432c4400fc753fe0b51a1c0011697408b7719d85f0bbbc39b7711570b90e1,"[0.8864266276359558,0.11357332020998001]",0.11357332020998001,0.5800000000000001,0,False
stage2_multiclass:V:193,,,stage2_multiclass,193,V,1,efe7e08946ef0a0c4f25b557cb1496a3db67d6f9d88306482860ff4d44b1fe80,b3cc4854fb0d781f1058ceeef00d5002c34895c39271a4073c78a1c414166ea3,"[0.9414455890655518,0.05855434387922287]",0.05855434387922287,0.5800000000000001,0,False
stage2_multiclass:V:371,,,stage2_multiclass,371,V,1,e5c83b89db9e191f5b592335eacf312b0d28e90802c8edc88af2785d9ec3b0b0,71a2d6d5aaeb845144d89e574975e0e711b80f82929b5de3687d35290ae51ff3,"[0.4441863000392914,0.5558136701583862]",0.5558136701583862,0.5800000000000001,0,False
stage2_multiclass:V:543,,,stage2_multiclass,543,V,1,35419f1a314fe5bb1dea18ec3b3cd2f7b7852fedbba38e574895bec7f2140c5d,a41cc77bce9adc344d6331f7a61e450de6fe1c9ac2fe9246f1d726767ed49e95,"[0.8102284073829651,0.1897715926170349]",0.1897715926170349,0.5800000000000001,0,False
stage1_binary:N:49,,,stage1_binary,49,N,0,7146b2c83c0d8cf5a54ccc76b93f10e85bd93149c699eb9a025ce7ca9059bc0d,c2f4e4b758281987e1521f40e9eed9afc4ec2bd7f8e9b96c7c521605716da06d,"[0.5574694871902466,0.4425305128097534]",0.4425305128097534,0.5800000000000001,0,True
stage2_multiclass:V:124,,,stage2_multiclass,124,V,1,df6f99fd7c4d3dfdfebb03c4c539124b557685d954d6b15efc8b35b9261a80e7,cea47b95a15aca8ff6820e1c2a2b9b14422df7f790b01366b5c64fbbaf34ff9e,"[0.639430582523346,0.36056944727897644]",0.36056944727897644,0.5800000000000001,0,False
stage2_multiclass:S:5097,,,stage2_multiclass,5097,S,1,d38808af4d6a4aa0d071b4b74bf6c08fe6e654fc417452f68a43be178b0963d3,e5d1d74199224623e62814cab5934524fb1e2d542fb94e634fc08fe6993d8036,"[0.8988769054412842,0.10112304985523224]",0.10112304985523224,0.5800000000000001,0,False
stage2_multiclass:S:2578,,,stage2_multiclass,2578,S,1,cd97f535af7e81bb2c901f31a925c72b87539abbb17b776e79d81f7ce21da155,47a6e054fd7a5968b58df218bf54f096b439ba2391a91755fdec3a8dd5b2c234,"[0.7830321192741394,0.2169678807258606]",0.2169678807258606,0.5800000000000001,0,False
stage2_multiclass:S:3607,,,stage2_multiclass,3607,S,1,261e2e646811d3eda88bb86e88eecba9a6ff5a5a883919658796945fa6610cdb,f65e86d87594b6def2fecdea1b468fca4bfe4f954585deb215ec37ee540ed61f,"[0.6143099665641785,0.38569000363349915]",0.38569000363349915,0.5800000000000001,0,False
stage2_multiclass:F:5850,,,stage2_multiclass,5850,F,1,3bd318ea73397b139b1d4894e4be562f6755a3fed52e7802294f98fb55cd4bd6,0e364c467b45a84baaeae90e79cd9f34fdde109569c9f3424a02f3e04a7bce5f,"[0.41225388646125793,0.5877461433410645]",0.5877461433410645,0.5800000000000001,1,True
stage2_multiclass:V:212,,,stage2_multiclass,212,V,1,551e155da1d66277fb9c58beaeaafbd2e94c49defc1feb7d3ae82a9521e8327d,3802052d14d3a52c2bdeb3c35ac1cbfea829a37639ab3b66af06aaf40afb741b,"[0.9330266118049622,0.06697339564561844]",0.06697339564561844,0.5800000000000001,0,False
stage2_multiclass:S:5074,,,stage2_multiclass,5074,S,1,440876e191f96ff47ac00642589117d2065e905b8c0999026c7a923995ca0af3,914bf95d137d7572bea3975f7fab05124547e46575f0f45e532443715a290fd4,"[0.9199821352958679,0.08001784235239029]",0.08001784235239029,0.5800000000000001,0,False
stage2_multiclass:S:5093,,,stage2_multiclass,5093,S,1,83698485ec5cca0769bc5cb643cd03ee4d3bb05a0701b6bb50c1edd3d6f2aa06,47922be56ba2b049fa48a7c693347fe76a44414778728214dd41601743471ab4,"[0.8433470129966736,0.1566530168056488]",0.1566530168056488,0.5800000000000001,0,False
stage2_multiclass:V:589,,,stage2_multiclass,589,V,1,6693c1dc9ad900a70b221aa2dead475933cf55b18c6ab6ebd5a14f98acc0655b,6936c0f3495aead983f0100034451cdeab43dc6da11cccdaaa897aef3b668cd4,"[0.7729281783103943,0.22707180678844452]",0.22707180678844452,0.5800000000000001,0,False
stage2_multiclass:S:3623,,,stage2_multiclass,3623,S,1,ca0451aa36d849d8d06abffa12e220a5dbdf8baeb9e2ed567830c880662b4b5c,4874fb38cb934d9e7fc4ccbdb2f9a3a17b6f71c69fcc24e57a839c5f12ba2239,"[0.4349100589752197,0.5650899410247803]",0.5650899410247803,0.5800000000000001,0,False
stage2_multiclass:S:31,,,stage2_multiclass,31,S,1,168f6cb5fb20fa0e1b034d0a91bc8820cc82e5a00ddee239edfa14d029a965e2,797bb83e094173966d5f872178799aab91d32263dccbd7ce15c60b58a3ebd760,"[0.5734732747077942,0.4265267252922058]",0.4265267252922058,0.5800000000000001,0,False
stage2_multiclass:V:494,,,stage2_multiclass,494,V,1,8eb4905f502540153559caa201ec5748eea943b91979f10e31bac9e41ec23598,aeff572057f23c5408d5d0bad9c03a71db932066013c85d6b1ca165fdbdea2ab,"[0.8461806178092957,0.15381939709186554]",0.15381939709186554,0.5800000000000001,0,False
stage2_multiclass:S:3624,,,stage2_multiclass,3624,S,1,be026df5553b08225c1357541241eb47259d1e078d65e2400e3a469e027d84e6,5b0d7ea236a2515c4353a1d13d2f155f21f530f278d382510974539a866ad6bd,"[0.6228734254837036,0.3771264851093292]",0.3771264851093292,0.5800000000000001,0,False
stage2_multiclass:F:3753,,,stage2_multiclass,3753,F,1,38b8e1e7b77c0a92156d0ff66c1bcd98617a8f4172187f6f6cad55b50bace10e,ecb6a1718bac7c1486ab72f43664b9bbaf500b0770bbf7c27a1e0e76048225cb,"[0.8497731685638428,0.15022681653499603]",0.15022681653499603,0.5800000000000001,0,False
stage2_multiclass:V:382,,,stage2_multiclass,382,V,1,ae903f89b3e66076b0175f50bcb14040c47e14d2e71c58038a7073ad0d98ce46,802819267f8d220f2179a9f262a30096fe3448a80f1e4b20fef2a3616ed4e254,"[0.7694698572158813,0.23053012788295746]",0.23053012788295746,0.5800000000000001,0,False
stage2_multiclass:F:5790,,,stage2_multiclass,5790,F,1,3f94d505d0b68dfacfb6ed453edcdabe66830ceda05e298d03d763ffdd791a61,f8462350d5b282f26f52ea51d5d42a82676c040ea8aae843853ba21973a49fcb,"[0.6908795237541199,0.3091204762458801]",0.3091204762458801,0.5800000000000001,0,False
stage2_multiclass:V:62,,,stage2_multiclass,62,V,1,cc779b35ad4756a3685cf7bbdfb0c4ecbe5e3d13545683aa34dd7837c1c899c0,e068bc302deade51cc364566d931f1e35eb3631e0f1419a215e3dbbf42295691,"[0.821968674659729,0.17803128063678741]",0.17803128063678741,0.5800000000000001,0,False
stage2_multiclass:F:5722,,,stage2_multiclass,5722,F,1,3c670c396fe6df91f551726090093e6ed0b1196361c2d5372ce2b73a7d3cb430,80653d6c71f13cf6c49c90b6937468adc729db9c92e036d81707640c0a261282,"[0.8006570339202881,0.19934292137622833]",0.19934292137622833,0.5800000000000001,0,False
stage2_multiclass:V:297,,,stage2_multiclass,297,V,1,f784764175e627a54a09a8bcb3322dd74e4d82ac98915dd50b614b53b91a5d77,7b72f8d77088fe78a200b74adf685f577699b06cbc7e21b14c8871430c04989c,"[0.7999868988990784,0.2000131756067276]",0.2000131756067276,0.5800000000000001,0,False
stage2_multiclass:F:5971,,,stage2_multiclass,5971,F,1,e6c5fce1db28dfb3b903c7c8648ed72eb857b6ec086e7076ad55769196c27270,3e1b04ee4f90efe18983b045587be8378233816b22e0737244f0f07a968d7d68,"[0.8035492897033691,0.19645065069198608]",0.19645065069198608,0.5800000000000001,0,False
stage2_multiclass:F:4847,,,stage2_multiclass,4847,F,1,c2070e1aaa89672a7ccea1dfd6db4988578ff701eb7ec3eb62b38c2007e8f659,a3e181d7ed5773c41eff08388ee9ceb4345a8df10649dde8d456f486bb735e8a,"[0.8757681846618652,0.12423178553581238]",0.12423178553581238,0.5800000000000001,0,False
stage2_multiclass:V:603,,,stage2_multiclass,603,V,1,16d6178aaa76d753f332d4623be4b0f656d9aec8f555771f0de7ca525e33343c,3038a7af452e16c4646fc3a263d589c4b3e748d901575b0fe4790db31372fd9f,"[0.9419000744819641,0.05809991806745529]",0.05809991806745529,0.5800000000000001,0,False
stage2_multiclass:F:4242,,,stage2_multiclass,4242,F,1,c27bd3c8d70be8eedaebf439dadb89dbc4ebf9082d3241a8b628a4728afe6515,cc88e7e97c4104022755958c28cb8fae761e7bf736caeebdd5caa82d571a2ddf,"[0.905534029006958,0.09446605294942856]",0.09446605294942856,0.5800000000000001,0,False
stage2_multiclass:S:3597,,,stage2_multiclass,3597,S,1,a61c0500327fabe532aaeef8392e43670423456a866e0e3362837550ecb9de89,5c3af09a04f9f47ac107442c6f56a2c8ccd8d0d31d785f3c42ef136ff0954b97,"[0.6260029673576355,0.3739970624446869]",0.3739970624446869,0.5800000000000001,0,False
stage2_multiclass:S:3,,,stage2_multiclass,3,S,1,38e8e2cf6d6c2af6defaba120a0121e1e21ebba9e6095e006829d8efd019372b,59d3875fc61109561f6c73fbb4629c86991837ee76b3f749da5fbaa5458ab9af,"[0.5390959978103638,0.46090394258499146]",0.46090394258499146,0.5800000000000001,0,False
stage2_multiclass:S:3567,,,stage2_multiclass,3567,S,1,fed3f77d37a18375a064a4cb4718b04bc74c97938720665db8963fb72d33de07,8cade21dfb50616a3524e3f01c1cb75eed28427a8d7ae8c1b43be9fcd61702c8,"[0.6340728998184204,0.36592715978622437]",0.36592715978622437,0.5800000000000001,0,False
stage2_multiclass:S:5102,,,stage2_multiclass,5102,S,1,d5c1ed9443a94a9c9e243ddd5ef95111344dca8223e0ee868e4e8cfff38c4851,d1ea47f1154531b3e5131ba57f19a1086aa0379945b751d6b8992dbd6030e48b,"[0.9127662181854248,0.0872337594628334]",0.0872337594628334,0.5800000000000001,0,False
stage2_multiclass:S:674,,,stage2_multiclass,674,S,1,045fb96c20ab299e60dfea8f724f5cafc1c4db53fa0523150dda6fde73600dc5,afe3b5c951d9794c0e838732dce851fe1b11b60e728d75978ae097f8c7bfc488,"[0.8373249769210815,0.16267502307891846]",0.16267502307891846,0.5800000000000001,0,False
stage2_multiclass:V:441,,,stage2_multiclass,441,V,1,0f2a00501c4df36908499b678a9a94a2d4efee34295028b061ef2843a4303ede,9dd9076c165c4e88c815d3b6a6287e57236ead2c67685e32e49d89b9a3c89cce,"[0.7818170785903931,0.21818293631076813]",0.21818293631076813,0.5800000000000001,0,False
stage2_multiclass:F:3852,,,stage2_multiclass,3852,F,1,e73c3dae786e25e75327e6b787b184190c934d803fe6e8e9928064896c88a79f,139c2936ea4a537f91749740950ffe853c7a797016898eacc7f9084d6c5b26c1,"[0.45421046018600464,0.5457895994186401]",0.5457895994186401,0.5800000000000001,0,False
stage2_multiclass:F:4775,,,stage2_multiclass,4775,F,1,12d71749140b0acb5389bd8e8c1e13c600ccb7fdcec561c11a8d079a549a7790,c0ddd602084076db3a5c3ac93bb85d01dc7dabc113ef8b6a80b5ac7dd77c2cb1,"[0.42644554376602173,0.5735543966293335]",0.5735543966293335,0.5800000000000001,0,False
stage2_multiclass:F:4530,,,stage2_multiclass,4530,F,1,83e96aac077a6bcf2e4afa44bd57a566fb31ff108a19d6f22adfc6131bda7924,0dd72d6c12eaba942f4bb5907ae3b63715eaff483f51e24f087d17a7f867da0a,"[0.6874003410339355,0.31259965896606445]",0.31259965896606445,0.5800000000000001,0,False
stage2_multiclass:V:40,,,stage2_multiclass,40,V,1,e907ee855690308dcf6b92d2dc5746e8f6428d559c6e0b89f446944f26cd35ab,ae58d2efbc16631e275f14bc84fe011a7244ab15cae059043d7c27f1712dacba,"[0.8693242073059082,0.1306757926940918]",0.1306757926940918,0.5800000000000001,0,False
stage2_multiclass:S:5043,,,stage2_multiclass,5043,S,1,40e558e16e7a47aa69b5d9a3fbe7526b51048e37890590030825ca05ced5a08d,fb088805cd4cb493b9c9085d66f9edb0b673c6a74b8d483da2aa79de5df7aa2b,"[0.6439157128334045,0.35608434677124023]",0.35608434677124023,0.5800000000000001,0,False
stage2_multiclass:S:986,,,stage2_multiclass,986,S,1,25211018922da47cfb0e2b48bdfb142be624ac080b821b8a4caf52f361247b16,31387062bfa0837790ba1884d2db5b743be83d543beb840fd7591f917aea1d7f,"[0.5815165638923645,0.4184834361076355]",0.4184834361076355,0.5800000000000001,0,False
stage2_multiclass:V:648,,,stage2_multiclass,648,V,1,9e6b54626edc15a9846ede1c52bad4ea4ff7f5da632dcf1dc9c3e5fb3dddf34e,a6522cfd70afb8e8fa0ce2c1cd69d5bbe85d573707423e017635eea5f5606a69,"[0.427279531955719,0.572720468044281]",0.572720468044281,0.5800000000000001,0,False
stage2_multiclass:F:3812,,,stage2_multiclass,3812,F,1,f6baa2493b39eca4c01ce5eebdb8d5cabad3ece270540a37dfa2bb588b1ae75b,e572a149ced60e3aac0739214b43f15279c2fafe2f2ec4a177b8841075ad4bf8,"[0.8755182027816772,0.12448178976774216]",0.12448178976774216,0.5800000000000001,0,False
stage1_binary:N:108,,,stage1_binary,108,N,0,2e598d78e3c962eac42129f699dedfb5b456f90981031cfa08601ac5dc7d928e,d08192c16ac3da04abf987b05339bad1e6d64ea6b4e670e3d230d29755db508f,"[0.525136411190033,0.47486355900764465]",0.47486355900764465,0.5800000000000001,0,True
stage2_multiclass:V:386,,,stage2_multiclass,386,V,1,69ba4d97a2ef1264213682f9dc937231c33fb45b0dce14526dd1ebdbdb4045dd,d7beb072718d11c965e1028469da6539ceef075223d52c19c56dd8a8c12bf912,"[0.8490274548530579,0.15097250044345856]",0.15097250044345856,0.5800000000000001,0,False
stage2_multiclass:S:5040,,,stage2_multiclass,5040,S,1,09277c4fd4c013117ede835f4e5e291e51cb15fc35b7fd292070a582f2f12e14,b0f750bd8370817e5c4ce510910faff0b6d904f957e2cf74c61daec0818fad5c,"[0.909683108329773,0.09031691402196884]",0.09031691402196884,0.5800000000000001,0,False
stage2_multiclass:S:2427,,,stage2_multiclass,2427,S,1,bc6f2d75f459ed7d5997ae12c7577d9ca4392ad1c3c957e44541deeea9f2e5ae,d9674e0ffe0dc12b86dda9fd5b68cb1a69348f8c6f11c3800b9923975a3d2041,"[0.8169586062431335,0.18304139375686646]",0.18304139375686646,0.5800000000000001,0,False
stage2_multiclass:V:430,,,stage2_multiclass,430,V,1,3101449fba48ca52dab6c717c13c844694c39736ed14799e26f5ea17269e07d0,51f8e355677145b828c61ffc88348e0094e476195c01e273308f0c715a7d4f38,"[0.3892561197280884,0.6107438206672668]",0.6107438206672668,0.5800000000000001,1,True
stage1_binary:N:48,,,stage1_binary,48,N,0,9875677b58aa072a0fcfcd806fc7b0c47cbe5ca6336614affed158c363a748cb,764a8b862acadb73eda53053a184f0f0ab15fd47d217d07c1c41caf15671a42e,"[0.5677550435066223,0.4322449862957001]",0.4322449862957001,0.5800000000000001,0,True
stage2_multiclass:V:380,,,stage2_multiclass,380,V,1,418d23677271801f250310c8805579d2e390bdb59acce124179d5606dc4b912d,d81752a7e017c4863669ee6949c307c09c2b5386d2e98941ac74c9b7e0cc14ad,"[0.8154991865158081,0.18450085818767548]",0.18450085818767548,0.5800000000000001,0,False
stage2_multiclass:F:5757,,,stage2_multiclass,5757,F,1,43f7f49aa9a26719855b3c169222e6d7af8f75881f628b76d1b4db974e0b3c96,3914ee5f1378462d4e7960b3ea7120d0e38b97f72c7fdaea85b22116d9e03698,"[0.41911810636520386,0.5808818936347961]",0.5808818936347961,0.5800000000000001,1,True
stage2_multiclass:V:55,,,stage2_multiclass,55,V,1,65c1fe5d26077a01c9ba5db0aae7b03d90f8d1021ab0572655a7733a0638fbf4,3fa8cf976b4b99a5b19bfc1bc472115c162f87f0b79d75696ba6fd65a80baf7b,"[0.7874534130096436,0.21254660189151764]",0.21254660189151764,0.5800000000000001,0,False
stage2_multiclass:V:246,,,stage2_multiclass,246,V,1,b5fc6980c018f171d0ea25ce1bfaf0d452abb1414189e67019c84d8ca4afcbb3,d63ceba3618ae427027c8721409419a6dc42ccd23cd2a0f6ae8db588aa8eb9df,"[0.9196597933769226,0.08034014701843262]",0.08034014701843262,0.5800000000000001,0,False
stage2_multiclass:F:4378,,,stage2_multiclass,4378,F,1,57258c94d5f131ea68ac9bc6fba1088dbacb6e936a44431434c0567e9291df1f,032e51ff4b6b69e6018cdf33d5c350d4e9908dcddcac964c02c50ebdd11a1dd9,"[0.941539466381073,0.058460552245378494]",0.058460552245378494,0.5800000000000001,0,False
stage2_multiclass:S:1013,,,stage2_multiclass,1013,S,1,c453899bf31c0f16614a64959eca3b944587c76f4128ff281acde293091da89a,063266c9846b95a45ecdb42fafd7625708c7585a54ff39205d54e45efcf81661,"[0.8227882981300354,0.17721174657344818]",0.17721174657344818,0.5800000000000001,0,False
stage2_multiclass:V:299,,,stage2_multiclass,299,V,1,641401372a10c735abc8134317bec3cb53f4ec96d437e5265e201c6438c94e8a,91193704224b43d062d77b010189e3a2143a92ad561cd402b7ad129f519596b0,"[0.9414367079734802,0.05856329947710037]",0.05856329947710037,0.5800000000000001,0,False
stage2_multiclass:F:5785,,,stage2_multiclass,5785,F,1,2dc5d5071d2830c6a31c82c78e03040bf95c5b8fac69bd669a31ac9f023ad460,fcbfc3fd6b5e2e4094b38ece739e172c659400bcabc5c5e9667cb0a5a3c12957,"[0.7648811340332031,0.23511889576911926]",0.23511889576911926,0.5800000000000001,0,False
stage2_multiclass:S:1016,,,stage2_multiclass,1016,S,1,d246b28a4fe2682fd65629024319880908228efaacf9eadc4edb36673208723b,0430bbb3842748855e82a61b28b8a2c39a8d7d48f54f9733fd91d9a8d8e2f151,"[0.7053283452987671,0.2946717143058777]",0.2946717143058777,0.5800000000000001,0,False
